envelope_ID,day,month,year,siteID,species,new_taxon,project,habitat,plotNR,DURIN_plot,ageClass,DroughtTrt,DroughNet_plotID,plant_nr,leaf_nr,leaf_age,plant_height,bulk_nr_leaves,wet_mass_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,dry_mass_g,stomatal_conductance(gs),spectrometry,remark,remarks_2,cutout_barcode
DVW8284,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),2.1,1,2,young,11.8,,0.0196,0.234,0.244,0.256,,,,,,
DZG0186,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),2.1,1,1,old,11.8,,0.0225,0.340,0.366,0.356,,,,,,
DXG2444,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,1,3,young,10.9,,0.0241,0.309,0.333,0.317,,,,,,
DWL0034,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),1.3,3,2,young,16.3,5,0.0086,0.210,0.209,0.213,,,,,,
DWS3980,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),1.3,2,3,old,20.2,5,0.0098,0.205,0.136,0.203,,,,,,
DXI7297,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),1.3,2,2,young,20.2,5,0.0102,0.121,0.130,0.185,,,,,,
DXD9141,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),3.1,2,2,young,16.6,5,0.0086,0.200,0.190,0.165,,,,,,
DWZ4146,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),3.1,2,3,young,16.6,5,0.0091,0.184,0.184,0.175,,,,,,
DVH8881,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),3.1,1,1,old,17.2,5,0.0117,0.228,0.213,0.177,,,,,,
DUV0590,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),3.1,1,3,young,17.2,5,0.0074,0.158,0.151,0.135,,,,,,
DUR5586,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),3.1,1,1,young,17.2,5,0.0072,0.124,0.134,0.191,,,,,,
DPA0122,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,1,1,young,15.4,5,0.0078,0.171,0.161,0.198,,,,,,
DQI8575,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,2,3,young,7.6,,0.0216,0.353,0.348,0.351,,,,,,
DRP0057,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,2,2,young,7.6,,0.0244,0.346,0.369,0.338,,,,,,
DRT3294,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,2,1,young,7.6,,0.0232,0.350,0.361,0.365,,,,,,
DRX2273,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,2,3,old,7.6,,0.0449,0.397,0.405,0.394,,,,,,
DQE3339,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,2,2,old,7.6,,0.0378,0.328,0.330,0.317,,,,,,
DRL5213,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,2,1,old,7.6,,0.0414,0.416,0.378,0.408,,,,,,
DVR7117,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),1.3,3,2,young,14.6,,0.0439,0.301,0.304,0.300,,,,,,
DPP4130,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),1.1,1,3,old,12.5,,0.0361,0.429,0.443,0.454,,,,,,
DWU2914,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,1,2,old,10.9,,0.0527,0.418,0.434,0.421,,,,,,
DNA2455,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,1,3,old,15.3,5,0.0128,0.297,0.252,0.287,,,,,,
DOK1993,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,1,2,old,15.4,5,0.0131,0.289,0.361,0.232,,,,,,
DOO6362,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,1,1,old,15.4,5,0.0124,0.248,0.243,0.249,,,,,,
DOS4242,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,1,3,young,15.4,5,0.0078,0.159,0.218,0.166,,,,,,
DMI0676,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),3.2,2,2,young,12.1,5,0.0055,0.195,0.147,0.162,,,,,,
DLL0773,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),3.2,2,3,young,12.1,5,0.0073,0.202,0.180,0.210,,,,,,
DLV9749,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),3.2,2,2,old,12.1,5,0.0152,0.313,0.331,0.368,,,,,,
DNN8040,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),3.2,1,3,old,12.2,5,0.0097,0.168,0.211,,,,,No third weight on envelope,,
DLM5910,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),3.2,2,1,old,12.1,5,0.0136,0.282,0.338,0.335,,,,,,
DND5328,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),3.2,3,2,young,12.6,5,0.0075,0.160,0.217,0.164,,,,,,
DNR0811,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),3.2,1,1,young,12.2,5,0.0091,0.157,0.222,0.135,,,,,,
DNV5697,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),3.2,1,2,young,12.2,5,0.0074,0.235,0.171,0.194,,,,,,
DYA2958,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,2,1,young,17.5,5,0.0081,0.186,0.141,0.211,,,,,,
DVI6297,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,2,3,young,17.5,5,0.0094,0.199,0.207,0.143,,,,,,
DUH0517,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),1.3,2,2,young,12.5,,0.0323,0.294,0.304,0.297,,,,,,
DUQ2436,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),2.2,1,1,young,27.5,5,0.0098,0.381,0.363,0.285,,,,,,
DUY0994,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),2.2,3,2,old,27.8,3,0.0043,0.357,0.436,0.385,,,,,,
DXK0408,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,1,1,young,10.9,,0.0159,0.300,0.296,0.321,,,,,,
DWY6742,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,1,1,old,10.9,,0.0453,0.432,0.436,0.422,,,,,,
DSM8699,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),1.3,3,2,old,14.6,,0.0522,0.394,0.376,0.401,,,,,,
DUM7326,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),2.2,1,2,young,27.5,5,0.0096,0.378,0.291,0.305,,,,,,
DUL9123,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),1.3,2,3,young,12.5,,0.0328,0.311,0.315,0.314,,,,,,
DVQ4482,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),1.3,2,2,old,12.5,,0.0217,0.346,0.344,0.353,,,,,,
DWA3186,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),2.1,1,3,young,11.8,,0.0249,0.279,0.281,0.279,,,,,,
DVS2702,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),2.1,1,1,young,11.8,,0.0215,0.281,0.285,0.284,,,,,,
DZC3424,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),2.1,1,2,old,11.8,,0.0211,0.341,0.350,0.344,,,,,,
DYE4535,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),2.1,1,3,old,11.8,,0.0179,0.353,0.330,0.326,,,,,,
DPT7687,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,3,1,old,8.4,,0.0370,0.426,0.429,0.420,,,,,,
DVP6130,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,3,2,young,8.4,,0.0174,0.310,0.310,0.324,,,,,,
DOV4785,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),1.1,1,1,young,12.5,,0.0191,0.336,0.333,0.344,,,,,,
DPL0352,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),1.1,1,2,old,12.5,,0.0430,0.408,0.388,0.417,,,,,,
DOY0738,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),3.1,1,1,young,11.6,,0.0134,0.228,0.255,0.258,,,,,,
DON0082,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),2.1,3,2,old,11.6,,0.0237,0.337,0.336,0.350,,,,,,
DOJ9464,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),2.1,3,1,old,11.6,,0.0205,0.343,0.334,0.350,,,,,,
DPW8377,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),2.1,3,2,young,11.6,,0.0136,0.286,0.278,0.290,,,,,,
DQW7079,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),1.1,3,1,old,8.2,,0.0250,0.397,0.375,0.389,,,,,,
DOE1460,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),1.1,2,1,old,12.8,5,0.0106,0.351,0.354,0.338,,,,,,
DLF0197,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,3,1,old,16.3,5,0.0131,0.389,0.360,0.427,,,,,,
DPZ6445,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,3,3,old,16.3,5,0.0119,0.411,0.433,0.350,,,,,,
DQB8158,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,3,3,old,8.4,,0.0260,0.333,0.348,0.329,,,,,,
DLN9150,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),3.2,2,1,young,12.1,5,0.0055,0.310,0.337,0.348,,,,,,
DKS2149,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),3.2,1,2,old,12.2,5,0.0108,0.305,0.359,0.322,,,,,,
DLR4657,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),3.2,2,3,old,12.1,5,0.0135,0.410,0.401,0.395,,,,,,
DLJ6525,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,3,2,old,16.3,5,0.0123,0.397,0.379,0.369,,,,,,
DSG5349,3,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Amb (0),1.1,1,3,young,22.4,2,0.0151,0.634,0.552,0.685,,,,,,
DTU0265,3,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Amb (0),3.2,1,2,young,15.9,2,0.0097,0.550,0.642,0.700,,,,,,
DTQ1202,3,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Amb (0),3.2,1,3,young,15.9,2,0.0091,0.387,0.377,0.338,,,,,,
DTA7447,3,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Amb (0),3.2,3,1,young,14.4,2,0.0084,0.547,0.549,NA,,,,,,
DSS8611,3,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Amb (0),3.2,3,3,young,14.4,2,0.0094,0.528,0.554,0.540,,,,,,
DUI1366,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),2.2,1,3,young,27.5,5,0.0120,0.279,0.337,0.306,,,,,,
DWQ6414,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,1,3,old,10.9,,0.0507,0.430,0.450,0.435,,,,,,
DSI5025,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Ext (90),1.3,3,3,old,14.6,,0.0354,0.351,0.354,0.378,,,,,,
DWD2710,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),1.3,3,1,old,16.3,5,0.0155,0.289,0.379,0.408,,,,,,
DUE2554,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),2.2,1,1,old,27.5,5,0.0202,0.540,0.474,0.468,,,,,,
DXC6941,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),3.2,1,2,young,10.9,,0.0235,0.322,0.324,0.334,,,,,,
DVV6522,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),1.3,3,3,old,16.3,5,0.0136,0.335,0.386,0.408,,,,,,
DVZ5758,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),1.3,3,2,old,16.3,5,0.0159,0.411,0.385,0.329,,,,,,
DVX9998,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),3.1,3,1,old,20.3,5,0.0108,0.403,0.324,0.372,,,,,,
DVT0563,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),3.1,3,2,old,20.3,5,0.0119,0.295,0.365,0.363,,,,,,
DWM3693,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),3.1,3,3,old,20.3,5,0.0131,0.457,0.424,0.355,,,,,,
DWB4053,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),3.1,3,3,young,20.3,5,0.0103,0.222,0.254,0.290,,,,,,
DQM6832,3,July,2023,Tjøtta,Vaccinium vitis-idaea,,Field - Traits,,,,Mature,Amb (0),2.1,2,1,young,12.0,,0.0189,0.266,0.252,0.278,,,,,,
DXN3820,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),1.3,1,1,young,28.5,5,0.0097,0.238,0.259,0.221,,,,,,
DWO0597,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),1.1,1,1,young,23.0,5,0.0097,0.250,0.174,0.208,,,,,,
DQD2515,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,3,1,young,16.3,5,0.0101,0.290,0.244,0.225,,,,,,
DMR4091,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),1.1,2,3,old,12.8,5,0.0095,0.245,0.280,0.256,,,,,,
DMN2283,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),1.1,2,2,old,12.8,5,0.0124,0.303,0.272,0.274,,,,,,
DOW6040,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,1,2,young,15.4,5,0.0078,0.158,0.227,0.285,,,,,,
DMM9340,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),2.1,3,2,young,16.3,5,0.0087,0.281,0.274,0.210,,,,,,
DUN7395,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Ext (90),3.1,1,2,young,17.2,5,0.0072,0.209,0.253,0.145,,,,,,
DWG5507,3,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Mature,Amb (0),1.1,1,3,young,23.0,5,0.0110,0.274,0.221,0.263,,,,,,
EEJ9351,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Ext (90),2.2,1,3,young,8.3,2,0.0136,0.449,0.455,0.462,,,,,,
EEF0649,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Ext (90),2.2,2,2,young,7.4,2,0.0109,0.430,0.549,0.451,,,,,,
EGT3724,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Amb (0),2.3,1,1,young,12.1,2,0.0085,0.355,0.406,0.488,,,,,,
EER1752,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Ext (90),2.2,1,1,young,8.3,2,0.0124,0.521,0.485,0.494,,,,,,
EDQ5640,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Amb (0),1.3,2,2,young,21.0,2,0.0065,0.525,0.486,0.394,,,,,,
EDI2968,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Amb (0),1.3,3,1,young,16.2,2,0.0107,0.572,0.437,0.636,,,,,,
EDE5103,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Amb (0),1.3,3,2,young,16.2,2,0.0098,0.519,0.514,0.576,,,,,,
EEV1760,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Amb (0),1.3,3,3,young,16.2,2,0.0119,0.448,0.497,0.428,,,,,,
EFZ9051,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Amb (0),2.3,3,3,young,10.2,2,0.0080,0.430,0.455,0.534,,,,,,
EEN3300,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Amb (0),2.2,1,2,young,8.3,2,0.0156,0.457,0.424,0.458,,,,,,
DQG5739,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Ext (90),3.1,4,3,young,23.0,2,0.0120,0.359,0.344,0.472,,,,,,
DTM1118,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Amb (0),3.2,4,1,young,16.8,3,0.0099,0.412,0.470,0.405,,,,,,
EGH2729,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Amb (0),2.3,3,1,young,10.2,2,0.0067,0.505,0.510,0.455,,,,,,
EGD9932,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Amb (0),2.3,3,2,young,10.2,2,0.0082,0.524,0.368,0.360,,,,,,
EDM9330,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Amb (0),1.3,2,3,young,21.0,2,0.0057,0.321,0.359,NA,,,,,,
EFV5019,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Pioneer,Amb (0),3.2,1,1,young,18.7,2,0.0091,0.404,0.397,0.432,,,,,,
DTI2617,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Amb (0),3.2,4,2,young,16.8,3,0.0071,0.359,0.493,0.262,,,,,,
DQK2424,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Ext (90),3.1,5,1,young,15.4,2,0.0131,0.317,0.414,0.419,,,,,,
DQO3923,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Ext (90),3.1,5,2,young,15.4,2,0.0095,0.264,0.331,0.350,,,,,,
DQS0330,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Ext (90),3.1,5,3,young,15.4,2,0.0090,0.297,0.369,0.321,,,,,,
DTE6286,5,July,2023,Tjøtta,Calluna vulgaris,,Field - Traits,,,,Mature,Amb (0),3.2,4,3,young,16.8,2,0.0065,0.309,0.459,0.440,,,,,,
DXP8953,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),1.2,3,3,young,13.8,5,0.0078,0.215,0.187,0.195,,,,,,
EHA7040,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),3.3,1,1,old,9.2,5,0.0062,0.247,0.235,0.186,,,,,,
EGW3436,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),3.3,1,2,old,9.2,5,0.0081,0.295,0.204,0.277,,,,,,
EBV3705,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.2,2,1,old,6.3,5,0.0103,0.272,0.268,0.263,,,,,,
ECP2976,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.2,1,2,old,5.6,5,0.0068,0.159,0.154,0.229,,,,,,
EBR4362,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.2,2,2,old,6.3,5,0.0689,0.277,0.273,0.230,,,,,,
DPU7382,5,June,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,2,2,young,8.8,5,0.0070,0.164,0.171,0.196,,,,,,
DPQ4416,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,2,3,young,8.8,5,0.0066,0.176,0.174,0.201,,,,,,
DOP7231,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,1,1,old,6.3,5,0.0070,0.224,0.243,0.201,,,,,,
DOL3128,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,1,2,old,6.3,5,0.0058,0.150,0.207,0.175,,,,,,
DQC2384,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,1,3,old,6.3,5,0.0056,0.245,0.181,0.240,,,,,,
DPB7458,5,June,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,1,1,young,6.3,5,0.0040,0.126,0.177,0.163,,,,,,
DOX5269,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,1,2,young,6.3,5,0.0040,0.172,0.148,0.197,,,,,,
DNK0650,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,3,2,young,10.5,5,0.0074,0.169,0.230,0.205,,,,,,
DPM0793,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,2,1,old,8.8,5,0.0097,0.274,0.263,0.235,,,,,,
DPI8966,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,2,2,old,8.8,5,0.0093,0.246,0.242,0.259,,,,,,
DPE0769,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,2,3,old,8.8,5,0.0106,0.263,0.309,0.234,,,,,,
DPY0918,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,2,1,young,8.8,5,0.0065,0.178,0.186,0.174,,,,,,
EHJ6993,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,3,1,old,10.5,5,0.0104,0.349,0.281,0.278,,,,,,
EHF9772,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,3,2,old,10.5,5,0.0106,0.318,0.319,0.279,,,,,,
EHB0045,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,3,3,old,10.5,5,0.0106,0.290,0.295,0.280,,,,,,
EHN7912,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,3,3,young,10.5,5,0.0079,0.235,0.161,0.187,,,,,,
EIP1094,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),3.3,1,3,old,9.2,5,0.0064,0.246,0.213,0.234,,,,,,
EHM7207,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),3.3,1,1,young,9.2,5,0.0053,0.202,0.171,0.156,,,,,,
EHI2866,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),3.3,1,2,young,9.2,5,0.0055,0.125,0.125,0.158,,,,,,
EHE1602,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),3.3,1,3,young,9.2,5,0.0051,0.134,0.171,0.156,,,,,,
DOA2065,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Amb (0),2.3,3,1,young,10.5,5,0.0066,0.211,0.205,0.183,,,,,,
DZH1346,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),1.2,1,3,old,15.3,5,0.0125,0.435,0.414,0.414,,,,,,
DXW5634,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),1.2,1,1,young,15.3,5,0.0113,0.207,0.219,0.242,,,,,,
DZD0435,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),1.2,1,2,old,15.3,5,0.0127,0.281,0.291,0.306,,,,,,
DYF4162,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),1.2,2,1,old,10.6,5,0.0112,0.315,0.147,0.345,,,,,,
DYB2759,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),1.2,2,2,old,10.6,5,0.0109,0.275,0.324,0.296,,,,,,
DXO6981,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),1.2,1,2,young,15.3,4,0.0076,0.205,0.232,0.198,,,,,,
EAP1516,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.2,3,3,young,10.8,5,0.0061,0.156,0.194,0.151,,,,,,
EAH6489,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.2,3,2,old,10.8,5,0.0082,0.253,0.238,0.226,,,,,,
EAL2555,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.2,3,3,old,10.8,5,0.0094,0.258,0.216,0.268,,,,,,
EBJ3825,5,July,2023,Tjøtta,Empetrum nigrum,,Field - Traits,,,,Pioneer,Ext (90),2.2,3,1,young,10.8,5,0.0055,0.308,0.260,0.315,,,,,,
